age	immune	type	scaled
41	0.0001319031295	po	0.0001319031295
37	0.0003001619039	po	0.0003001619039
25	0.0000762840135	po	0.0000762840135
25	0.0001705513549	po	0.0001705513549
46	0.0000489	po	0.0000489
53	0.0001343085023	po	0.0001343085023
46	0.0002522125547	po	0.0002522125547
48	0.000057	po	0.000057
25	0.0005591803381	po	0.0005591803381
25	0.0002174904486	po	0.0002174904486
23	0.000006519185484	po	0.000006519185484
23	NA	po	NA
24	NA	po	NA
26	0.00009380440571	po	0.00009380440571
26	0.0000542	po	0.0000542
26	0.00008174525462	po	0.00008174525462
26	0.0006869265151	po	0.0006869265151
35	0.0000694	po	0.0000694
36	0.000150817361	po	0.000150817361
36	0.000746322127	po	0.000746322127
38	0.0000812	po	0.0000812
22	0.00004423076049	po	0.00004423076049
22	0.00002588248131	po	0.00002588248131
33	0.0000657	po	0.0000657
33	NA	po	NA
25	NA	po	NA
25	0.00005981951603	po	0.00005981951603
31	NA	po	NA
31	0.00002120677695	po	0.00002120677695
38	NA	po	NA
30	0.0000491	po	0.0000491
39	0.0001398188992	po	0.0001398188992
27	0.0000459	po	0.0000459
27	0.0000128	po	0.0000128
29	NA	po	NA
29	NA	po	NA
30	0.0000278	po	0.0000278
30	NA	po	NA
15	NA	po	NA
15	NA	po	NA
43	0.0001224363011	po	0.0001224363011
43	0.0000284993678	po	0.0000284993678
56	0.0004074969403	po	0.0004074969403
56	0.000248845017	po	0.000248845017
20	NA	po	NA
20	0.0001038953194	po	0.0001038953194
30	0.00006383794038	po	0.00006383794038
30	0.0000378	po	0.0000378
40	NA	po	NA
36	0.000180180952	po	0.000180180952
43	0.0000366	po	0.0000366
43	NA	po	NA
40	0.0001360499063	po	0.0001360499063
40	0.00003519938506	po	0.00003519938506
66	0.0001764777029	po	0.0001764777029
66	0.0001606675046	po	0.0001606675046
21	0.00005754168704	po	0.00005754168704
21	0.0000228	po	0.0000228
33	0.00002120711513	po	0.00002120711513
33	NA	po	NA
47	0.0000734	po	0.0000734
47	0.00009760910169	po	0.00009760910169
37	0.000243047725	po	0.000243047725
37	0.000055	po	0.000055
48	0.00005581378405	po	0.00005581378405
48	0.00009350651296	po	0.00009350651296
50	0.00003867843199	po	0.00003867843199
50	0.0000902	po	0.0000902
52	0.0005021836527	po	0.0005021836527
52	0.0003122452707	po	0.0003122452707
59	0.0001250302533	po	0.0001250302533
59	NA	po	NA
13	0.0000271	po	0.0000271
13	0.000209560564	po	0.000209560564
19	NA	po	NA
19	0.000078	po	0.000078
26	0.000122	po	0.000122
26	0.0000333	po	0.0000333
60	0.00004330211113	po	0.00004330211113
60	NA	po	NA
60	0.0002393569024	po	0.0002393569024
60	0.00006	po	0.00006
30	0.0000612	po	0.0000612
30	0.0000429	po	0.0000429
40	NA	po	NA
40	NA	po	NA
46	0.00001329711684	po	0.00001329711684
46	0.00002764166899	po	0.00002764166899
34	0.000023	po	0.000023
34	NA	po	NA
14	NA	po	NA
14	0.00001285768711	po	0.00001285768711
36	NA	po	NA
36	0.0002034573036	po	0.0002034573036
56	0.0004285370266	po	0.0004285370266
56	0.0002911156024	po	0.0002911156024
48	0.00009537435788	po	0.00009537435788
48	NA	po	NA
13	NA	po	NA
13	0.0000611	po	0.0000611
31	0.0001724205726	po	0.0001724205726
31	NA	po	NA
58	0.000059	po	0.000059
58	0.0000872	po	0.0000872
42	0.00002791069968	po	0.00002791069968
44	NA	po	NA
32	0.0000253	po	0.0000253
32	NA	po	NA
28	0.0000417	po	0.0000417
28	0.000109736451	po	0.000109736451
13	NA	po	NA
13	NA	po	NA
43	NA	po	NA
51	0.0000247	po	0.0000247
42	0.0001432018245	po	0.0001432018245
42	0.000218066314	po	0.000218066314
44	0.0005401009794	po	0.0005401009794
48	NA	po	NA
13	0.00005265864515	po	0.00005265864515
13	NA	po	NA
34	0.00000803	po	0.00000803
34	0.000012	po	0.000012
35	0.001035131145	po	0.001035131145
35	NA	po	NA
35	0.0000127	po	0.0000127
35	NA	po	NA
38	0.001480072605	po	0.001480072605
38	NA	po	NA
48	0.0000886	po	0.0000886
44	0.0003194737826	po	0.0003194737826
48	0.00004014955776	po	0.00004014955776
60	0.0001570372753	po	0.0001570372753
8	0.0000518	po	0.0000518
17	0.0000793	po	0.0000793
33	0.0000781	po	0.0000781
33	0.0000606	po	0.0000606
37	0.000152945075	po	0.000152945075
37	0.00014565153	po	0.00014565153
28	0.0000407	po	0.0000407
16	NA	po	NA
39	NA	po	NA
39	0.00005245909595	po	0.00005245909595
70	NA	po	NA
66	0.0003139142664	po	0.0003139142664
25	0.000041	po	0.000041
25	NA	po	NA
46	0.0000536	po	0.0000536
46	NA	po	NA
56	0.0002395006284	po	0.0002395006284
56	0.0002177088701	po	0.0002177088701
57	0.0003461607904	po	0.0003461607904
57	0.0005286804283	po	0.0005286804283
63	NA	po	NA
63	NA	po	NA
64	0.0003919050583	po	0.0003919050583
64	0.0002312368449	po	0.0002312368449
14	NA	po	NA
14	NA	po	NA
38	0.0000307	po	0.0000307
38	0.0000564	po	0.0000564
42	0.0000393	po	0.0000393
42	0.000137	po	0.000137
39	0.0001198326503	po	0.0001198326503
39	NA	po	NA
42	0.00003173435979	po	0.00003173435979
42	NA	po	NA
49	0.0001494924336	po	0.0001494924336
49	0.000637931388	po	0.000637931388
51	0.00008862434897	po	0.00008862434897
51	NA	po	NA
43	NA	po	NA
43	0.0003175303477	po	0.0003175303477
62	0.0001860475905	po	0.0001860475905
62	0.0004414137786	po	0.0004414137786
20	0.0000307	po	0.0000307
20	0.0001058037214	po	0.0001058037214
22	NA	po	NA
22	0.0000422	po	0.0000422
45	0.000035	po	0.000035
45	NA	po	NA
48	NA	po	NA
48	0.0000838	po	0.0000838
50	0.001061594041	po	0.001061594041
50	0.00007856671862	po	0.00007856671862
50	0.00006209552509	po	0.00006209552509
50	NA	po	NA
64	0.0001603126378	po	0.0001603126378
64	0.0005449761986	po	0.0005449761986
20	0.00003043012932	po	0.00003043012932
20	0.0000703	po	0.0000703
52	NA	po	NA
52	0.0002024130302	po	0.0002024130302
23	0.0001674650436	po	0.0001674650436
23	0.000103	po	0.000103
30	0.0000581	po	0.0000581
30	0.00009319224565	po	0.00009319224565
36	NA	po	NA
36	0.0000356	po	0.0000356
37	NA	po	NA
37	NA	po	NA
44	0.0001217315116	po	0.0001217315116
44	0.0000384	po	0.0000384
54	0.0002103643897	po	0.0002103643897
54	0.000321865631	po	0.000321865631
54	0.000213	po	0.000213
54	0.000637	po	0.000637
58	0.0002060880414	po	0.0002060880414
58	NA	po	NA
